RespondentID,CollectorID,StartDate,EndDate,What is your age?,What is your gender?,In what type of organisation are you employed?,other organisation type,Approximately how many individuals does your organization employ at all locations?,What is your position in the organisation's hierarchy,"organisation-role:marketing
",organisation-role: sales,organisation-role: finance,organisation-role: production,organisation-role: R&D,organisation-role: IT,organisation-role: Support,organisation-role: other,What is your organisation's industry?,"Other industry of organisation
",What is your highest degree?,other degree,Type of Studies : Science or mathematics,"
",Type of Studies : ICT,Type of Studies : Commerce,Type of Studies : Social sciences,Type of Studies : Law,Type of Studies : Other,How many years have you worked in Data Science or related field?,"Rating 1-5: Algorithms (ex: computational complexity, CS theory)",Rating 1-5: Back-End Programming (ex: JAVA/Rails/Objective C),"Rating 1-5: Bayesian/Monte-Carlo Statistics (ex: MCMC, BUGS)","Rating 1-5: Big and Distributed Data (ex: Hadoop, Map/Reduce)","Rating 1-5: Business (ex: management, business development, budgeting)","Rating 1-5: Classical Statistics (ex: general linear model, ANOVA)","Rating 1-5: Data Manipulation (ex: regexes, Python, R, SAS, web scraping)","Rating 1-5: Front-End Programming (ex: java script, HTML, CSS)","Rating 1-5: Graphical Models (ex: social networks, Bayes networks)","Rating 1-5: Machine Learning (ex: decision trees, neural nets, SVM, clustering)","Rating 1-5: Math (ex: linear algebra, real analysis, calculus)","Rating 1-5: Optimization (ex: linear, integer, convex, global)","Rating 1-5: Product Development (ex: design, project management)","Rating 1-5: Science (ex: experimental design, technical writing/publishing)","Rating 1-5: Simulation (ex: discrete, agent-based, continuous)","Rating 1-5: Spatial Statistics (ex: geographic covariates, GIS)","Rating 1-5: Structured Data (ex: RDBMS, SQL, JSON, XML, ETL)",Rating 1-5: Surveys and Marketing (ex: multinomial modeling),"Rating 1-5: Systems Administration (ex: *nix, DBA, cloud tech.)","Rating 1-5: Temporal Statistics (ex: forecasting, time-series analysis)","Rating 1-5: Unstructured Data (ex: noSQL, text mining)","Rating 1-5: Visualization (ex: statistical graphics, mapping, web-based data‐viz)",Which important skill did we leave out?,Data scientist type: developer,Data scientist type: Engineer,Data scientist type: Researcher,Data scientist type: Scientist,Data scientist type: Statistician,Data scientist type: Jack-of-all-trades,Data scientist type: Artist,Data scientist type: Hacker,Data scientist type: Leader,Data scientist type: Business person,Data scientist type: Entrepreneur,Data scientist type: Other,Motivation: I've never attended one of those meetings,"Motivation: Socialising, interacting with like-minded people","Motivation:Networking, business to business","Motivation: Networking, meeting potential employers","Motivation: Networking, meeting potential employees",Motivation: Learn about new developments in Data Science,Motivation: Hear what's happening on the Belgian Data Science scene,"Motivation: Contributing (e.g., presenting, taking actively part to discussions)",Motivation: Other,"Do you have suggestions to improve the meetings, or suggestions for potential speakers?"
3832600223,65397871,3/16/2015 8:35:51,3/16/2015 8:48:40,25 to 34,Male,Consulting,,550,Lower level/supervisory/operative/first-line manager,,,,,,IT,,,IT and technology,,Master,,,,ICT,,,,,2,4,4,4,3,2,3,4,2,4,4,4,3,2,2,2,2,4,3,2,3,3,3,,"Yes, definitely",Maybe,Maybe a bit,Maybe a bit,"Yes, but not completely","Yes, definitely",Maybe a bit,Maybe,Maybe a bit,"Yes, but not completely",Maybe a bit,,,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832590233,65397871,3/16/2015 8:25:57,3/16/2015 8:43:37,25 to 34,Male,Business or NGO,,150000,No management responsibilities,,,Finance,,,,,,Financial services,,Master after Master,,,Engineering,,,,,Management,5,3,1,3,2,4,3,3,2,1,2,4,3,3,2,2,2,2,1,1,3,2,2,,Maybe,"Yes, but not completely",Maybe,"Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,Not at all,Maybe a bit,"Yes, but not completely",Maybe a bit,,I've never attended one of those meetings,,,"Networking, meeting potential employers",,Learn about new developments in Data Science,,,,
3832585741,65397871,3/16/2015 8:22:39,3/16/2015 8:39:39,35 to 44,Male,Business or NGO,,200000,No management responsibilities,Marketing,,,,R&D,IT,,,Energy and natural resources,,Master,,,Engineering,,,,,,2,2,4,1,3,4,1,3,2,1,1,3,3,5,2,2,2,5,2,4,3,3,4,,"Yes, definitely","Yes, but not completely","Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,Maybe,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely",,I've never attended one of those meetings,,"Networking, business to business","Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832576864,65397871,3/16/2015 8:15:01,3/16/2015 8:25:07,25 to 34,Male,Consulting,,1,Middle level/executive,,,,,,,,Quantitative Solutions,Other (please specify),All,Master,,,,,,,,Econometrics,8,3,1,3,1,2,5,3,1,1,2,5,3,1,1,4,1,4,1,1,5,1,1,,"Yes, definitely","Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely",Not at all,Not at all,Not at all,"Yes, but not completely",Maybe,"Yes, but not completely",,I've never attended one of those meetings,,,,,,,,,
3832573359,65397871,3/16/2015 8:11:24,3/16/2015 8:20:22,35 to 44,Male,Consulting,,150,Lower level/supervisory/operative/first-line manager,,Sales,,,,,,,IT and technology,,Bachelor,,,,ICT,,,,,5,1,2,1,2,4,1,1,2,2,1,2,1,3,1,1,1,3,2,2,1,1,2,,Not at all,Not at all,Not at all,Not at all,Not at all,Maybe a bit,Not at all,Not at all,Maybe,"Yes, but not completely",Maybe a bit,,,,"Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832572933,65397871,3/16/2015 8:11:01,3/16/2015 8:24:53,18 to 24,Female,Student,,0,No management responsibilities,,,Finance,,,,,,Financial services,,Master,,Science or mathematics,,,,,,,0,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,X,Maybe,Not at all,Not at all,Maybe,"Yes, but not completely",Not at all,Not at all,Not at all,Maybe a bit,Maybe a bit,Maybe a bit,X,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,,,,X
3832571912,65397871,3/16/2015 8:10:15,3/16/2015 8:20:00,55 to 64,Male,Independent,,1,Top level/administrative,Marketing,,,,,,,,Professional services,,Master after Master,,,,,Commerce,,,,2,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Yes, but not completely","Yes, definitely","Yes, definitely",,I've never attended one of those meetings,,,,,,,,,
3832568744,65397871,3/16/2015 8:07:26,3/16/2015 8:25:04,35 to 44,Female,Business or NGO,,10000,No management responsibilities,,,,Production,,,,Supply Chain,"Healthcare, pharmaceuticals and biotechnology",,Master after Master,,Science or mathematics,,,,,,,10,4,2,4,2,2,4,2,1,2,3,4,3,3,2,3,3,1,3,1,4,2,3,,Not at all,Not at all,Maybe a bit,Maybe a bit,"Yes, but not completely",Not at all,Maybe a bit,Not at all,Maybe,"Yes, but not completely",Maybe,-,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832566859,65397871,3/16/2015 8:05:42,3/16/2015 8:07:06,35 to 44,Female,Business or NGO,,13000,Middle level/executive,Marketing,,,,,,,,IT and technology,,Master after Master,,,,,,Social sciences or humanities,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3832559846,65397871,3/16/2015 7:58:57,3/16/2015 8:11:23,45 to 54,Male,Business or NGO,,120000,No management responsibilities,Marketing,Sales,,,,,,,IT and technology,,Master,,,Engineering,,,,,,0,1,2,1,1,4,3,2,2,1,1,4,2,4,1,1,1,3,3,2,1,1,1,business acumen & analysis,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Maybe,Maybe,Maybe,IT,I've never attended one of those meetings,,,,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832546454,65397871,3/16/2015 7:46:33,3/16/2015 7:54:02,25 to 34,Male,Government/Public sector,,50,Middle level/executive,,,,,,,,"conseiller du Ministre de l'économie, emploi et formation de Bruxelles-Capitale",Government/Public sector,,Master after Master,,,,,,Social sciences or humanities,,,0,1,1,1,1,3,2,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Maybe,Not at all,Not at all,Maybe,Maybe,,I've never attended one of those meetings,,,,,,,,,
3832542752,65397871,3/16/2015 7:42:56,3/16/2015 8:16:24,35 to 44,Male,Business or NGO,,50000,Middle level/executive,,,,Production,R&D,,,,Manufacturing,,PhD,,Science or mathematics,,,,,,,8,2,2,3,2,4,4,2,2,4,4,2,2,4,4,1,1,1,1,1,1,1,2,Data validation - Does it make sense to use these méthodologies if data is  not reliable ? This is from my point of view an important topic with many possibilities to innovate.,Not at all,Maybe,Maybe a bit,Maybe a bit,Maybe,Not at all,Maybe,Not at all,"Yes, definitely","Yes, but not completely","Yes, definitely",,,,"Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3832530101,65397871,3/16/2015 7:29:23,3/16/2015 8:06:11,45 to 54,Female,Government/Public sector,,3000,Lower level/supervisory/operative/first-line manager,,,,,,,,Financial support for R&D projects,Government/Public sector,,Master,,,,ICT,,,,,2,1,2,1,2,2,3,1,3,2,2,1,1,3,4,2,2,4,2,2,2,2,1,none,Maybe,Maybe,Maybe,Maybe,Not at all,Not at all,Not at all,Not at all,Maybe,Maybe,Maybe,none,I've never attended one of those meetings,,,,,Learn about new developments in Data Science,,,,
3832513477,65397871,3/16/2015 7:10:46,3/16/2015 7:48:08,45 to 54,Male,Independent,,1,Top level/administrative,,,,,,,,"Senior Advisor, Strategy, Innovation & Socio-Economic Development",IT and technology,,PhD,,,Engineering,ICT,,,,,2,3,2,2,2,5,2,1,3,2,3,4,3,5,4,3,2,4,2,1,4,2,1,business modeling and monetization,Not at all,Maybe,Maybe a bit,Not at all,Not at all,Maybe,Maybe,Not at all,"Yes, definitely",Maybe,"Yes, but not completely",,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,,,Learn about new developments in Data Science,,"Contributing (e.g., presenting, taking actively part to discussions)",,
3832476251,65397871,3/16/2015 6:29:05,3/16/2015 6:41:22,25 to 34,Male,Government/Public sector,,500,No management responsibilities,,,,,,IT,,,Government/Public sector,,Bachelor,,,,ICT,,,,,0,2,3,1,2,1,3,2,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,,"Yes, definitely",Maybe a bit,Maybe,Maybe,Not at all,Not at all,Not at all,"Yes, but not completely",Maybe,Maybe a bit,Maybe,,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832425419,65397871,3/16/2015 5:28:46,3/16/2015 5:40:34,45 to 54,Male,Business or NGO,,2,Top level/administrative,,,,Production,R&D,IT,,,Professional services,,Master after Master,,,,,Commerce,,,,5,3,3,3,3,4,3,4,1,3,4,3,3,4,2,2,1,4,2,2,2,4,3,,Maybe,Maybe a bit,Not at all,Maybe a bit,Maybe,"Yes, but not completely",Not at all,"Yes, but not completely","Yes, but not completely","Yes, but not completely","Yes, but not completely",,,"Socialising, interacting with like-minded people","Networking, business to business",,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832076724,65397871,3/15/2015 23:21:47,3/15/2015 23:32:04,18 to 24,Female,Student,,25000,No management responsibilities,,,,,,,,Student,Education,,Bachelor,,,,,,Social sciences or humanities,,,0,1,1,2,1,3,4,4,1,2,2,3,2,2,3,1,1,1,3,1,2,1,3,,Not at all,Not at all,"Yes, definitely","Yes, but not completely","Yes, definitely",Maybe,Maybe,Not at all,Maybe a bit,Maybe,Maybe a bit,,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3832056230,65397871,3/15/2015 22:59:13,3/15/2015 23:11:32,25 to 34,Male,Independent,,1,No management responsibilities,,,,,R&D,IT,,,IT and technology,,Master,,,,ICT,,,,,0,4,2,2,2,2,1,3,3,2,3,2,3,2,2,3,2,4,1,3,2,2,2,Mobile Software Development,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Maybe a bit,Maybe a bit,Maybe,"Yes, but not completely","Yes, definitely",Maybe,"Yes, definitely",,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831965474,65397871,3/15/2015 21:15:29,3/15/2015 21:24:42,25 to 34,Male,Business or NGO,,400,No management responsibilities,Marketing,,,,,,,,"Communications, entertainment, media and publishing",,Master,,Science or mathematics,Engineering,,,,,,2,2,3,2,1,4,4,4,2,1,2,5,2,3,1,1,1,3,2,3,3,1,1,,Maybe,"Yes, but not completely",Not at all,Maybe,Maybe,"Yes, but not completely",Maybe a bit,Not at all,Maybe,"Yes, but not completely",Not at all,,,"Socialising, interacting with like-minded people",,,,Learn about new developments in Data Science,,,,
3831934253,65397871,3/15/2015 20:35:15,3/15/2015 20:47:56,25 to 34,Female,Business or NGO,,200000,No management responsibilities,,,,,,IT,,,IT and technology,,Master,,,,ICT,,,,,0,2,2,2,2,4,2,2,3,3,3,3,2,2,2,1,1,2,1,2,1,2,2,,Maybe a bit,Maybe a bit,Not at all,Not at all,Not at all,"Yes, but not completely",Maybe,Not at all,Maybe a bit,"Yes, but not completely",Maybe,,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831916860,65397871,3/15/2015 20:15:08,3/15/2015 20:33:35,25 to 34,Female,Business or NGO,,5000,No management responsibilities,,,,,,,,Client Service,Other (please specify),Market Research,Master,,,,,,Social sciences or humanities,,,3,1,1,1,1,4,4,2,1,1,1,2,1,4,1,1,1,1,4,1,3,1,5,"Project management, SPSS",Not at all,Not at all,"Yes, definitely",Maybe,"Yes, but not completely",Not at all,Maybe,Not at all,"Yes, but not completely","Yes, definitely",Maybe,,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,,Hear what's happening on the Belgian Data Science scene,,,
3831907324,65397871,3/15/2015 20:02:55,3/15/2015 20:12:31,35 to 44,Male,Government/Public sector,,1350,Middle level/executive,,,,,,,,Integration of Business Information,Government/Public sector,,Master,,,,ICT,,,,,10,2,1,2,2,4,3,3,2,2,2,3,3,4,2,2,2,4,2,2,3,2,3,,Maybe a bit,Maybe,Maybe,"Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,Not at all,"Yes, but not completely",Maybe,Maybe,,I've never attended one of those meetings,,,,,,,,,
3831873450,65397871,3/15/2015 19:20:12,3/15/2015 19:33:52,18 to 24,Female,Academia,,250,No management responsibilities,Marketing,,,,,,,,Education,,Master after Master,,,Engineering,,,,,,1,3,2,2,4,5,5,4,4,4,4,4,3,2,3,1,1,3,4,1,2,2,2,,Maybe a bit,Maybe,"Yes, definitely",Maybe,"Yes, but not completely",Maybe a bit,Not at all,Not at all,Maybe a bit,"Yes, definitely",Not at all,Journalist,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831863513,65397871,3/15/2015 19:05:59,3/15/2015 19:21:30,18 to 24,Male,Business or NGO,,4,Top level/administrative,Marketing,Sales,Finance,,R&D,IT,,,Retail/Wholesale,,Master,,,Engineering,,,,,,0,3,2,1,1,4,3,3,2,1,3,3,3,3,2,4,4,2,2,1,3,1,1,,Maybe a bit,"Yes, but not completely",Maybe,"Yes, but not completely",Maybe,Not at all,Maybe,Maybe,Not at all,"Yes, but not completely","Yes, but not completely",,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831848289,65397871,3/15/2015 18:48:23,3/15/2015 18:58:58,35 to 44,Male,Government/Public sector,,1000,Lower level/supervisory/operative/first-line manager,,,,,,,,DWH and BI and Research,Government/Public sector,,Master after Master,,,,,,,,Economics and Statistics,15,3,2,3,2,3,4,3,1,2,4,4,3,3,2,2,1,1,2,1,3,3,2,,Maybe a bit,Maybe a bit,Maybe,Maybe,"Yes, definitely",Maybe,Maybe,Not at all,Maybe,"Yes, definitely","Yes, definitely",,I've never attended one of those meetings,,,,,,,,,
3831841597,65397871,3/15/2015 18:40:20,3/15/2015 19:05:26,25 to 34,Male,Consulting,,300,No management responsibilities,,,,,,IT,,,Transportation,,Master,,Science or mathematics,,,Commerce,,,,2,2,1,1,2,3,3,2,2,3,3,3,2,2,2,2,1,2,2,2,1,1,3,,Maybe a bit,"Yes, but not completely","Yes, but not completely",Maybe,Maybe,Maybe,Maybe a bit,Not at all,Maybe,"Yes, but not completely","Yes, but not completely",,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,,,,Hear what's happening on the Belgian Data Science scene,,,
3831796905,65397871,3/15/2015 17:43:41,3/15/2015 17:54:39,18 to 24,Female,Business or NGO,,1000,No management responsibilities,,,,,,IT,,,Financial services,,Master,,Science or mathematics,,,,,,,1,1,1,4,4,2,4,4,2,3,2,3,3,3,3,3,3,3,3,4,4,4,4,visualization,"Yes, definitely","Yes, definitely",Maybe,Maybe,"Yes, definitely",Maybe,Maybe a bit,Not at all,Maybe,Maybe,Maybe,nothing,,,,,,Learn about new developments in Data Science,,,,
3831784002,65397871,3/15/2015 17:26:51,3/15/2015 17:35:29,45 to 54,Male,Business or NGO,,30,No management responsibilities,,,,,,IT,,,IT and technology,,Master,,,Engineering,,,,,,1,4,3,1,2,1,3,3,2,1,3,3,1,1,1,1,1,5,1,4,2,2,3,,"Yes, definitely","Yes, but not completely",Maybe a bit,Not at all,Maybe a bit,"Yes, but not completely",Not at all,"Yes, definitely",Not at all,Not at all,Not at all,,I've never attended one of those meetings,,,,,Learn about new developments in Data Science,,,,
3831772701,65397871,3/15/2015 17:12:02,3/15/2015 17:13:41,45 to 54,Male,Business or NGO,,2,Top level/administrative,Marketing,Sales,,,,,,,IT and technology,,Master,,,,,Commerce,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3831758240,65397871,3/15/2015 16:53:36,3/15/2015 19:44:00,25 to 34,Male,Government/Public sector,,500,No management responsibilities,,,,,,IT,,,Government/Public sector,,Bachelor,,,,ICT,,,,,0,3,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
3831749174,65397871,3/15/2015 16:41:41,3/15/2015 16:49:39,25 to 34,Male,Business or NGO,,3500,Middle level/executive,,Sales,,,,,,,Education,,Master,,,,,Commerce,,,,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,none,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,none,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers",,,,,,none
3831685112,65397871,3/15/2015 13:56:27,3/15/2015 15:38:41,25 to 34,Female,Student,,10000,Top level/administrative,,,,,R&D,,,,Education,,PhD,,Science or mathematics,,,,,,,0,1,1,4,1,1,4,3,1,1,3,4,1,1,4,1,1,1,1,1,4,1,1,,Not at all,Not at all,Maybe,Maybe,Maybe,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3831673163,65397871,3/15/2015 15:00:02,3/15/2015 15:16:21,25 to 34,Male,Other (please specify),Currently unemployed,0,No management responsibilities,,,,,,IT,,,IT and technology,,Master,,,,ICT,,,,,2,4,3,3,2,2,2,2,1,4,2,3,2,1,3,2,1,3,2,4,2,1,2,,Maybe a bit,Maybe a bit,Maybe,Maybe a bit,Maybe a bit,Maybe,Not at all,Maybe,Maybe a bit,Not at all,Maybe a bit,,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831657538,65397871,3/15/2015 14:40:40,3/15/2015 14:48:20,18 to 24,Male,Government/Public sector,,500,No management responsibilities,,,,,R&D,IT,,,Government/Public sector,,Master,,,Engineering,ICT,,,,,1,3,4,1,3,2,1,2,4,2,2,3,2,2,4,1,1,5,1,2,2,4,5,,"Yes, definitely","Yes, definitely","Yes, but not completely","Yes, definitely",Maybe a bit,"Yes, but not completely",Maybe a bit,"Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,,I've never attended one of those meetings,,,,,,,,,
3831645300,65397871,3/15/2015 14:24:40,3/15/2015 14:36:25,35 to 44,Male,Independent,,0,No management responsibilities,,,,,R&D,,,,Professional services,,PhD,,Science or mathematics,,,,,,,10,3,1,3,1,1,3,4,1,1,4,4,4,1,4,1,1,1,1,1,3,1,3,,Maybe,Maybe a bit,"Yes, definitely","Yes, definitely",Maybe a bit,"Yes, but not completely",Maybe,Maybe a bit,Maybe a bit,Not at all,Maybe a bit,,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831619931,65397871,3/15/2015 13:53:25,3/15/2015 14:00:01,35 to 44,Male,Business or NGO,,85,Middle level/executive,Marketing,Sales,,,,,,,IT and technology,,Master,,,Engineering,ICT,,,,,3,3,2,2,3,4,3,2,2,3,2,2,2,4,2,2,2,3,4,3,2,3,4,,Maybe,Maybe,Maybe a bit,Maybe a bit,Maybe a bit,Maybe,Maybe a bit,Maybe a bit,"Yes, but not completely","Yes, definitely","Yes, but not completely",,,,"Networking, business to business",,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,"Contributing (e.g., presenting, taking actively part to discussions)",,
3831609440,65397871,3/15/2015 13:39:48,3/15/2015 16:47:18,35 to 44,Male,Academia,,500,Lower level/supervisory/operative/first-line manager,,,,,R&D,IT,,,Education,,PhD,,Science or mathematics,,ICT,,,,,10,3,3,3,4,1,4,4,4,3,4,4,3,3,4,3,2,4,3,4,4,3,4,,"Yes, but not completely",Maybe,"Yes, but not completely","Yes, but not completely","Yes, but not completely",Maybe,"Yes, but not completely","Yes, definitely",Not at all,Not at all,Not at all,,,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831607794,65397871,3/15/2015 13:37:47,3/15/2015 13:44:35,55 to 64,Male,Business or NGO,,10,Top level/administrative,,,,,R&D,IT,,,IT and technology,,PhD,,Science or mathematics,,ICT,,,,,30,3,4,4,4,4,3,4,3,5,4,2,3,4,4,4,2,4,2,3,3,4,4,,"Yes, but not completely",Maybe a bit,Maybe,"Yes, but not completely",Maybe,"Yes, definitely",Maybe,Maybe a bit,Maybe,Maybe,"Yes, definitely",,,"Socialising, interacting with like-minded people","Networking, business to business","Networking, meeting potential employers","Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831600744,65397871,3/15/2015 13:28:46,3/15/2015 13:37:43,25 to 34,Male,Academia,,15000,No management responsibilities,,,,,R&D,IT,,,Education,,Master,,Science or mathematics,,,,,,,2,5,2,2,2,1,4,4,3,1,4,5,3,1,4,2,1,2,1,3,1,3,4,,Maybe,"Yes, but not completely","Yes, definitely","Yes, definitely","Yes, but not completely",Not at all,Not at all,Maybe a bit,Maybe a bit,Not at all,Not at all,,I've never attended one of those meetings,"Socialising, interacting with like-minded people",,"Networking, meeting potential employers",,,Hear what's happening on the Belgian Data Science scene,,,
3831599451,65397871,3/15/2015 13:25:33,3/15/2015 13:39:39,35 to 44,Male,Business or NGO,,20000,Middle level/executive,,,,,,,,transversal programs,Financial services,,Master after Master,,,Engineering,ICT,Commerce,,,,15,4,2,3,3,4,5,4,2,2,4,4,3,4,2,2,2,4,3,2,2,2,4,"process mining, web analytics","Yes, but not completely","Yes, but not completely","Yes, but not completely",Maybe a bit,"Yes, definitely",Maybe,Maybe,"Yes, but not completely","Yes, definitely","Yes, definitely",Maybe,already very complete,,"Socialising, interacting with like-minded people",,,"Networking, meeting potential employees",Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,not at the moment
3831572337,65397871,3/15/2015 12:51:02,3/15/2015 13:01:39,35 to 44,Male,Academia,,10000,No management responsibilities,,,,,,,,research,Education,,PhD,,,,,,Social sciences or humanities,,,5,1,1,2,1,1,5,5,1,5,5,2,1,1,5,1,1,3,4,1,3,2,5,commnication (oral and written presentation),Not at all,Not at all,"Yes, but not completely","Yes, but not completely","Yes, but not completely",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,I've never attended one of those meetings,,,,,,,,,
3831571702,65397871,3/15/2015 12:50:25,3/15/2015 12:51:47,25 to 34,Female,Business or NGO,,180,No management responsibilities,,,,,,IT,,,IT and technology,,Master,,,Engineering,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3831557768,65397871,3/15/2015 12:30:19,3/15/2015 12:41:08,25 to 34,Male,Other (please specify),Looking for a job,-,No management responsibilities,,,,,,,,-,Other (please specify),-,Bachelor,,,,,Commerce,,,,0,1,1,1,1,3,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,No,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Maybe a bit,Not at all,Maybe a bit,Maybe a bit,Maybe a bit,No,I've never attended one of those meetings,,,,,,,,,No
3831551508,65397871,3/15/2015 12:21:27,3/15/2015 12:34:20,35 to 44,Male,Independent,,5,Top level/administrative,,,,Production,R&D,IT,,,IT and technology,,Bachelor,,,,ICT,,,,,5,2,3,1,3,4,2,4,2,3,1,1,1,4,1,3,2,4,1,5,3,3,4,innovation,Not at all,Maybe a bit,Not at all,Not at all,Not at all,Not at all,Not at all,"Yes, but not completely",Not at all,Maybe,"Yes, definitely",,,"Socialising, interacting with like-minded people","Networking, business to business",,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,
3831535112,65397871,3/15/2015 11:53:19,3/15/2015 12:08:05,18 to 24,Female,Student,,60,No management responsibilities,,,,,,,,NA,Professional services,,Bachelor,,,Engineering,,,,,,1,2,2,2,2,3,4,4,2,2,3,4,3,1,3,3,1,2,3,1,2,1,2,,Not at all,Maybe,Maybe a bit,Not at all,Maybe,Maybe a bit,Not at all,Not at all,Not at all,Maybe a bit,Not at all,,I've never attended one of those meetings,,,,,,,,,
3831526755,65397871,3/15/2015 11:44:22,3/15/2015 12:05:51,45 to 54,Male,Consulting,,5,Top level/administrative,,,Finance,,,,,,IT and technology,,Master,,,,ICT,,,,,25,3,2,1,2,4,2,1,2,1,1,1,1,4,1,1,1,5,2,3,2,2,2,,"Yes, but not completely","Yes, but not completely",Maybe a bit,Maybe a bit,Not at all,Not at all,Not at all,Not at all,"Yes, but not completely","Yes, but not completely","Yes, definitely",curious,,"Socialising, interacting with like-minded people",,,,Learn about new developments in Data Science,Hear what's happening on the Belgian Data Science scene,,,"If possible, to meet in Brussels or around"
